"","User.ID","feature1","feature2","feature3","feature4","feature5","feature6","feature7","feature8","feature9"
"58",264484,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"59",99077,0.3373494,0.5,0.3924051,0.5277778,0.3478261,0.4468085,0.3294118,0.1,0.3
"60",220264,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"61",175870,0.2222222,0.2962963,0.1777778,0.2407407,0.2222222,0.2222222,0.1904762,0.3333333,0.2222222
"62",272282,0.1,0.1,0.1,0.125,0.1,0.375,0.125,0.1,0.1
"63",5289,0.5333333,0.8,0.5,0.8,0.7,0.68,0.7333333,0.8,0.6666667
"64",141640,0.8,0.1,0.1,0.1,0.8,0.8,0.8,0.1,0.8
"65",109115,0.2463768,0.2578125,0.2222222,0.2533937,0.3006135,0.2663934,0.2137681,0.2598425,0.2466667
"66",97431,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"67",79304,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"68",179392,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4
"69",121309,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"70",269129,0.3809524,0.2857143,0.1984127,0.2857143,0.1428571,0.3214286,0.2619048,0.1,0.1
"71",177520,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"72",212136,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"73",263357,0.2359551,0.1818182,0.2184874,0.2022472,0.2820513,0.1919192,0.2093023,0.3103448,0.2051282
"74",22832,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"75",22220,0.1785714,0.1875,0.1944444,0.1666667,0.1607143,0.1696429,0.1538462,0.125,0.21875
"76",94488,0.1,0.1,0.1,0.1,0.1,0.1,0.3333333,0.1,0.1
"77",155993,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"78",10554,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"79",251015,0.375,0.5,0.4166667,0.4166667,0.3333333,0.5,0.3333333,0.3333333,0.3333333
"80",102614,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"81",110110,0.1798561,0.2043011,0.1949153,0.1870504,0.2454545,0.2252252,0.1446541,0.2173913,0.3
"82",116318,0.2692308,0.2413793,0.2236842,0.1842105,0.2307692,0.2682927,0.2571429,0.25,0.25
"83",47434,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"84",45113,0.2437811,0.2752809,0.2758621,0.2524272,0.3010204,0.2378049,0.2040816,0.2635659,0.2702703
"85",79461,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"86",251947,0.2913386,0.2654321,0.3251534,0.25,0.2857143,0.3040541,0.2781065,0.3076923,0.2142857
"87",247038,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"88",125268,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"89",65707,0.125,0.125,0.125,1,0.125,1,0.125,1,1
"90",271414,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"91",13505,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"92",98661,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"93",231859,1,0.25,0.1875,0.25,1,0.1875,0.125,1,1
"94",158067,0.1,0.375,0.125,0.1,0.1,0.1,1,0.1,1
"95",85265,0.25,0.2666667,0.1666667,0.2767857,0.3295455,0.2375,0.2583333,0.265625,0.2875
"96",90092,0.1428571,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"97",204292,0.375,0.125,0.25,0.3333333,0.3333333,0.225,0.234375,0.125,0.25
"98",128753,0.5945946,0.6084337,0.7490272,0.6666667,0.6956522,0.6008772,0.5692884,0.78125,0.5959596
"99",167944,0.4,0.25,0.2708333,0.2083333,0.2333333,0.3095238,0.3066667,1,0.2666667
"100",14418,0.3111111,0.2,0.2833333,0.2,0.28,0.2666667,0.1714286,0.26,0.2
"101",107649,0.3333333,0.3333333,0.4166667,0.4444444,0.3666667,0.3333333,0.4285714,0.375,0.5
"102",135776,1.192308,0.7410714,1.205128,1.535714,1.179245,1.314516,1.970588,1.473684,1.066667
"103",65327,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"104",122235,0.4545455,0.4034483,0.5535248,0.5208333,0.4526316,0.4431138,0.3496622,0.4324324,0.5054348
"105",265668,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"106",196254,0.1428571,0.4285714,0.2857143,0.1,0.4285714,1,0.1428571,1,0.1
"107",161939,0.3125,0.25,0.25,0.25,0.25,0.25,0.25,0.1,0.25
"108",210625,0.1428571,0.1111111,0.1111111,0.1,0.1,0.1111111,0.2857143,0.1,0.1
"109",227358,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"110",31784,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"111",137758,0.1428571,0.1428571,0.1428571,0.1428571,0.1428571,0.1428571,0.1428571,0.1428571,0.1428571
"112",187757,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4285714,0.4285714
"113",118511,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"114",242493,0.2,0.2142857,0.2637363,0.2142857,0.3214286,0.2619048,0.2142857,0.1904762,0.3809524
"115",120886,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"116",8844,1,0.125,1,0.1,0.125,1,1,1,1
"117",206691,0.339207,0.320197,0.3341584,0.2782486,0.2913907,0.2828685,0.3076923,0.351145,0.3482143
"118",8139,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"119",138845,0.21,0.1902174,0.2329235,0.1969697,0.215,0.2025862,0.171875,0.2222222,0.1973684
"120",62254,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"121",262086,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"122",125055,0.3888889,0.6666667,0.5789474,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667
"123",77101,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"124",65218,0.4302326,0.4333333,0.5106383,0.4830508,0.4344262,0.4404762,0.4495413,0.3846154,0.52
"125",261662,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"126",249648,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"127",177765,0.8333333,1,1,0.96,0.8666667,0.8,0.8545455,1,1
"128",166805,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"129",239023,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"130",257843,0.1666667,0.1666667,0.1666667,0.1666667,0.1666667,0.1666667,0.1666667,0.1666667,0.1666667
"131",213284,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"132",213197,0.3134328,0.344086,0.4871795,0.4578313,0.4757282,0.3648649,0.3855422,0.52,0.4536082
"133",82082,0.1818182,0.1818182,0.1818182,0.2272727,0.1956522,0.2,0.1774194,0.2272727,0.1818182
"134",124585,0.2777778,0.4444444,0.4444444,0.1111111,0.4444444,0.3333333,0.4444444,0.4444444,0.1
"135",48135,0.1,0.1,0.1,0.1,0.4166667,0.3333333,0.3333333,0.1,0.1
"136",136412,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"137",12804,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"138",184595,0.1428571,0.1,0.1428571,0.1,0.1,0.1,0.1,0.1428571,0.1
"139",32947,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"140",134446,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"141",201976,0.1481481,0.1818182,0.2156863,0.1587302,0.2136752,0.2222222,0.1919192,0.1481481,0.1111111
"142",105203,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"143",154010,0.1,0.1,0.1,0.1,0.1,1,0.125,0.1,0.1
"144",10649,0.2,0.3,0.2,0.4,0.1,0.2666667,0.2666667,0.1,0.1
"145",86882,0.2555556,0.2307692,0.3,0.3875,0.3,0.2153846,0.2933333,0.45,0.2096774
"146",30712,0.2337662,0.2765152,0.2315789,0.2833333,0.2283105,0.1965812,0.2295515,0.2755906,0.2533333
"147",269850,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"148",175168,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"149",162784,0.2954545,0.5,0.3372093,0.2857143,0.375,0.5869565,0.3010753,1.5,0.3469388
"150",78917,0.1,0.1428571,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"151",85510,0.3617021,0.5909091,0.4090909,0.48,0.2857143,0.3235294,0.3695652,0.7333333,0.483871
"152",158625,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"153",136161,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"154",117877,0.3333333,0.125,0.2142857,0.24,0.125,0.3243243,0.1914894,0.1111111,0.25
"155",253657,0.375,0.3225806,0.2758621,0.3793103,0.4375,0.4123711,0.3695652,0.28125,0.375
"156",52600,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"157",51895,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
"158",178223,0.2012579,0.2,0.184261,0.1316099,0.1762452,0.1944444,0.1947484,0.2631579,0.1926606
"159",117483,0.2222222,0.2222222,0.1851852,0.1,0.1,0.3333333,0.1111111,0.1,0.1111111
"160",24501,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"161",213982,0.1875,0.1875,0.1666667,0.1875,0.1875,0.2083333,0.1666667,1,0.2083333
"162",24730,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"163",233606,0.1111111,0.2962963,0.2962963,0.1851852,0.1111111,0.2037037,0.1666667,0.3333333,0.25
"164",71701,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"165",177817,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"166",76796,0.1,1,0.1,0.1,0.25,1,0.1,0.1,0.1
"167",18556,0.1818182,0.1296296,0.1610738,0.1388889,0.1269841,0.1428571,0.1313131,0.1111111,0.1333333
"168",258622,0.2,0.75,0.4761905,0.75,0.1,0.5454545,0.3235294,0.125,0.3076923
"169",97478,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"170",261567,0.170068,0.1588235,0.1185325,0.1280788,0.1341991,0.1337209,0.1388889,0.1836735,0.124031
"171",6603,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"172",156406,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"173",67868,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"174",56583,0.25,0.1875,0.2083333,0.1875,0.125,1,0.1875,0.1,1
"175",175884,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"176",164339,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"177",183016,0.4166667,0.1666667,0.5666667,0.4166667,0.3666667,0.1666667,0.4666667,0.3888889,0.5
"178",235746,0.2666667,0.25,0.1794872,0.2857143,0.173913,0.1875,0.2631579,1,0.4285714
"179",217328,0.3,0.25,0.2333333,0.25,0.3,0.25,0.25,0.3,0.2333333
"180",106751,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"181",31695,0.18,0.22,0.2608696,0.2380952,0.25,0.2419355,0.2093023,0.5,0.3333333
"182",266496,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"183",90653,0.231405,0.2428115,0.2396313,0.2479675,0.25,0.2209302,0.2192243,0.1964286,0.25
"184",112173,0.3211679,0.4642857,0.4894737,0.4790419,0.4273504,0.509434,0.373444,0.3857143,0.4658385
"185",203947,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"186",153477,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"187",177623,1,1,0.25,0.375,0.3125,0.21875,0.2083333,0.125,1
"188",265708,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"189",110673,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"190",153882,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"191",149369,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"192",51634,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"193",208574,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"194",97154,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"195",235246,0.1,0.1,0.1666667,0.1,0.1,1,0.6666667,0.1,0.6666667
"196",230793,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"197",129461,0.2,0.2857143,0.2083333,0.2,0.2333333,0.2333333,0.1666667,0.125,0.5
"198",273709,0.275,0.28,0.24,0.1621622,0.45,0.3333333,0.3,1,0.1
"199",254952,0.1,0.1,0.1,1,0.1,0.1,0.1,0.1,0.1
"200",67337,0.1568627,0.1551724,0.1366906,0.1318681,0.1386139,0.1294118,0.1261261,0.2,0.16
"201",171276,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"202",201970,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"203",17171,0.125,0.125,0.175,0.125,0.175,0.1875,0.203125,0.125,0.1964286
"204",230933,0.7142857,0.375,0.375,0.375,0.7142857,0.3478261,0.7142857,0.7142857,0.7142857
"205",257651,0.4761905,0.4358974,0.4782609,0.4390244,0.3333333,0.4146341,0.4285714,0.8333333,0.4583333
"206",277688,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"207",241398,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"208",190516,1,0.4333333,0.3,0.1,0.25,0.5,0.15,0.1,0.15
"209",153235,0.1,0.1428571,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"210",45279,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"211",149102,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"212",81654,0.6666667,0.1,0.7,0.1,0.8,0.6,0.8,0.1,0.1
"213",152291,1,1,0.1428571,1,1,0.1428571,0.2272727,0.2,0.4
"214",193694,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1
"215",151194,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"216",259395,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"217",65180,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"218",235681,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.4
"219",130809,0.75,0.75,0.1,0.75,0.75,0.75,0.75,0.75,0.75
"220",77093,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143
"221",94270,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"222",18317,0.1358025,0.1313131,0.1216931,0.1111111,0.1111111,0.1111111,0.1428571,0.1666667,0.1904762
"223",27383,0.25,0.2681159,0.2137931,0.1987578,0.2605042,0.2884615,0.2526882,0.2616822,0.2301587
"224",80311,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"225",234041,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"226",144318,0.2213386,0.2294182,0.221519,0.2212476,0.2423935,0.2169643,0.2205995,0.2044088,0.2216495
"227",133899,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"228",188765,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"229",171024,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"230",153001,1,1,1,1,1,1,1,1,1
"231",26644,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"232",93411,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"233",266045,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"234",271826,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"235",78346,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"236",60413,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"237",121231,0.2777778,0.3333333,0.375,0.3333333,0.25,0.1666667,0.3333333,0.1,0.1
"238",221813,0.1428571,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"239",7410,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"240",130009,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"241",114344,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"242",48647,0.125,0.1,0.1,0.1,0.1,0.125,0.1,0.1,0.1
"243",59661,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"244",59720,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"245",93051,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"246",8188,0.2028986,0.264574,0.2529762,0.2716049,0.2698413,0.215873,0.2700965,0.3174603,0.2237762
"247",2869,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"248",146085,0.1,0.4285714,0.4285714,0.1,0.1,0.1,0.1,0.1,0.1
"249",244026,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"250",170251,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3
"251",68969,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"252",22380,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"253",259035,0.2379808,0.182968,0.1661154,0.2105832,0.2053571,0.2137823,0.2045977,0.1745152,0.2018592
"254",226995,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"255",267377,0.2857143,0.1904762,0.1904762,0.2142857,0.2857143,0.1904762,0.1428571,0.2857143,0.1428571
"256",211944,0.2358491,0.2206704,0.2296919,0.1837838,0.2559242,0.2113565,0.1904762,0.1401869,0.1914894
"257",38473,0.1,0.1,0.125,0.1,0.1,0.1,0.25,0.1,0.25
"258",28749,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"259",134748,0.25,0.125,0.125,1,0.125,0.125,0.1,0.1,0.1
"260",84173,2.666667,2.166667,2.692308,3,2.2,2.4,2.875,3,2.75
"261",250948,0.2429379,0.1847134,0.2,0.2615385,0.1940299,0.2009569,0.2035088,0.3611111,0.2254902
"262",15040,0.2111111,0.2083333,0.1666667,0.36,0.125,0.3055556,0.1190476,0.1,0.1111111
"263",126874,0.25,0.375,0.25,0.375,0.375,0.375,0.375,0.375,0.25
"264",155920,0.2571429,0.2,0.2272727,0.2777778,0.25,0.3375,0.2357143,0.2333333,0.1666667
"265",142953,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"266",65035,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"267",72552,0.1,0.1666667,0.25,0.6111111,0.5,0.1666667,0.5,0.1,0.1
"268",45089,0.1,0.5,0.6666667,0.5,0.1,0.3333333,0.5,0.1,0.1428571
"269",244580,0.2291667,0.2211538,0.2954545,0.2916667,0.25,0.25,0.2291667,0.15625,0.1875
"270",237185,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"271",43052,0.3636364,0.3271028,0.4700855,0.5277778,0.4583333,0.398374,0.4305556,0.2592593,0.5
"272",203163,0.1,0.75,0.5,0.1,0.75,0.1,0.1,0.75,0.1
"273",260515,0.125,0.1,0.125,1,0.1,0.1,0.1,0.1,0.1
"274",242482,0.6666667,0.1,0.6666667,0.1,0.6666667,0.6666667,0.6666667,0.1,0.1
"275",155450,0.1944444,0.2923077,0.2051282,0.1875,0.21875,0.25,0.1927711,0.1666667,0.1515152
"276",42978,0.1111111,0.2592593,0.1717172,0.2222222,0.1777778,0.1111111,0.1333333,0.1111111,0.1111111
"277",167602,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"278",169980,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"279",225539,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"280",106379,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"281",96251,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"282",156870,0.3269231,0.2424242,0.3541667,0.4137931,0.3968254,0.2142857,0.2982456,0.2857143,0.3541667
"283",83605,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"284",71822,0.8484848,0.9157895,0.8039216,0.85,0.8928571,0.925,0.7636364,0.625,1
"285",190803,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"286",111907,0.2857143,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"287",162855,0.2083333,0.1,0.1875,1,0.1875,0.1,0.25,0.1,0.25
"288",180021,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"289",114240,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"290",49400,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"291",262999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"292",40005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"293",64858,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"294",139597,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"295",102581,0.2189781,0.2164948,0.3297872,0.3125,0.2282609,0.245283,0.2699387,0.3164557,0.32
"296",264613,0.1964286,0.125,0.15625,0.1666667,0.2,0.1875,0.203125,0.1,0.1666667
"297",102589,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"298",55928,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"299",134962,0.1,0.1,0.1111111,0.1111111,0.1,0.1,0.1,0.1,0.1
"300",262983,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
